Gene,Synonymous,HC LoF,ExACtool percentile,top expr tissue (3x more),office of rare diseases
MYBPH,81,19,8.26E-01,skeletal_muscle,
DDX43,89,16,8.26E-01,,
PENK,54,11,8.26E-01,brain,
TXNDC2,88,14,8.26E-01,,
ANXA1,43,12,8.26E-01,,
GMCL1,68,19,8.26E-01,,
TNFAIP6,27,16,8.26E-01,whole_blood,
ADH5,9,4,8.26E-01,,
PGPEP1L,15,5,8.26E-01,skeletal_muscle,
ZNF776,3,1,8.26E-01,,
HIST1H1T,76,16,8.26E-01,,
GALM,62,16,8.26E-01,adrenal_gland,
C12orf42,42,9,8.26E-01,spleen,
CARD9,121,18,8.27E-01,,
FAM83D,72,20,8.27E-01,esophagus,
GSTM3,28,11,8.27E-01,,
CLCA1,137,23,8.27E-01,colon,
LRRFIP1,174,24,8.27E-01,,
PPIL4,67,19,8.27E-01,,
TAF6,152,21,8.27E-01,,
UPK2,31,11,8.27E-01,,
EXOSC7,41,12,8.27E-01,,
ZNF230,54,21,8.27E-01,,
LNX1,98,15,8.27E-01,,
ZNF714,64,28,8.27E-01,,
TAS2R9,41,11,8.27E-01,,
COG4,123,21,8.27E-01,,
FAM3C,20,6,8.27E-01,,
CFHR1,33,12,8.28E-01,liver,
OR8K3,49,13,8.28E-01,,
SLC39A7,54,11,8.28E-01,,
RGS13,29,9,8.28E-01,,
APOBEC1,29,11,8.28E-01,colon,
UGT2A3,87,18,8.28E-01,,
DEFB126,22,10,8.28E-01,,
SYNGR4,52,13,8.28E-01,,
RFPL3,64,12,8.28E-01,,
C9orf117,97,25,8.28E-01,lung,
HAAO,52,16,8.28E-01,liver,
ZNF665,75,15,8.28E-01,,
WDR73,38,10,8.28E-01,,YES
SNX15,69,14,8.28E-01,,
TAS2R14,44,16,8.29E-01,,
RABL2B,6,5,8.29E-01,,
PIGQ,185,27,8.29E-01,,
C6orf15,49,12,8.29E-01,,
MYLK4,62,27,8.29E-01,skeletal_muscle,
UBQLNL,69,14,8.29E-01,,
PLA2G2A,23,6,8.29E-01,,
MAMDC2,91,16,8.29E-01,,
FOLR1,33,9,8.29E-01,lung,YES
ABHD3,60,17,8.29E-01,,
VAMP7,47,10,8.29E-01,,
LGMN,94,15,8.29E-01,,
GPR1,48,15,8.29E-01,,
BUB1,131,24,8.29E-01,,
ZDHHC6,41,13,8.29E-01,,
CIB4,23,9,8.30E-01,adrenal_gland,
NSUN3,41,14,8.30E-01,,
SSX7,22,10,8.30E-01,,
PARP16,61,16,8.30E-01,,
GSG2,109,20,8.30E-01,,
TMEM126A,26,12,8.30E-01,,
DOPEY2,401,51,8.30E-01,,
ZFP30,62,20,8.30E-01,,
VPS45,65,19,8.30E-01,,
BOLL,27,7,8.30E-01,skeletal_muscle,
LYVE1,52,14,8.30E-01,,
ZNF80,36,11,8.30E-01,spleen,
SMC6,117,17,8.30E-01,,
POLE2,64,17,8.30E-01,,
PLA2G1B,30,17,8.31E-01,pancreas,
IL18R1,72,17,8.31E-01,,
ZNF41,66,11,8.31E-01,,
VN1R4,24,7,8.31E-01,,
AS3MT,32,20,8.31E-01,adrenal_gland,
MRPL45,33,10,8.31E-01,,
CCDC104,33,15,8.31E-01,,
EXOSC8,31,16,8.31E-01,,
PLK4,116,16,8.31E-01,,
NSL1,38,9,8.31E-01,,
C7orf57,45,15,8.31E-01,,
CASP1,53,8,8.31E-01,,
PPEF2,121,33,8.31E-01,,
VWA3A,149,45,8.31E-01,,
TTC23L,52,19,8.31E-01,,
TTC7A,181,29,8.32E-01,,
SAAL1,70,18,8.32E-01,,
GPR39,99,29,8.32E-01,,
C4orf6,16,12,8.32E-01,,
OR56B4,40,14,8.32E-01,,
COG2,123,18,8.32E-01,,
MTUS1,263,35,8.32E-01,,
CARD14,269,37,8.32E-01,,YES
POT1,87,15,8.32E-01,,
IMPA1,39,8,8.32E-01,,
ALDH16A1,187,30,8.32E-01,,
PPWD1,72,15,8.32E-01,,
EVC,179,26,8.32E-01,,YES
PCDHB14,152,26,8.32E-01,,
ZNF582,64,18,8.33E-01,,
OR1L3,38,11,8.33E-01,,
SUN5,71,21,8.33E-01,,
IL8,17,10,8.33E-01,,
TRIM58,82,21,8.33E-01,whole_blood,
PRSS16,72,16,8.33E-01,,
GNLY,37,20,8.33E-01,whole_blood,
DCP1B,87,16,8.33E-01,,
OR6C75,38,13,8.33E-01,,
CCNA1,74,11,8.33E-01,brain,
C1orf116,80,13,8.33E-01,,
PASK,273,61,8.33E-01,,
SPESP1,39,12,8.33E-01,,
WNT16,55,13,8.33E-01,,
OR14I1,55,14,8.33E-01,,
GGA2,106,20,8.34E-01,,
P2RX4,77,17,8.34E-01,,
PLK3,102,18,8.34E-01,,
ZNF461,41,11,8.34E-01,,
KCNAB3,60,23,8.34E-01,,
HEATR5B,328,45,8.34E-01,,
TACR1,58,10,8.34E-01,,
PCNXL2,64,6,8.34E-01,,
PCDHA11,167,31,8.34E-01,,
DCAF11,86,13,8.34E-01,,
HLA-G,74,14,8.34E-01,,
TGOLN2,5,1,8.34E-01,,
TMEM106A,30,14,8.34E-01,,
OR1M1,58,14,8.34E-01,,
BLZF1,43,20,8.35E-01,,
PPM1D,58,14,8.35E-01,,
SPZ1,44,16,8.35E-01,,
ASGR2,57,9,8.35E-01,liver,
FAM169B,4,1,8.35E-01,,
CEACAM4,49,13,8.35E-01,,
TRMU,94,26,8.35E-01,,YES
OR4K5,60,16,8.35E-01,,
FCRL4,80,22,8.35E-01,spleen,
ATG2B,276,38,8.35E-01,,
ZNF878,45,20,8.35E-01,,
USP54,209,31,8.35E-01,,
TXNDC16,122,21,8.35E-01,,
ARRDC2,111,18,8.35E-01,,
RBM43,37,13,8.35E-01,,
CLDND1,89,14,8.36E-01,,
ECM2,98,18,8.36E-01,,
GFM1,118,29,8.36E-01,,
FBXO36,25,10,8.36E-01,,
PEX11G,36,14,8.36E-01,,
SLC22A11,108,22,8.36E-01,,
BTN3A2,33,10,8.36E-01,,
RINT1,96,18,8.36E-01,,
UHRF1BP1,166,28,8.36E-01,,
SLC17A9,93,22,8.36E-01,,
SRRD,35,14,8.36E-01,,
PAQR6,84,18,8.36E-01,brain,
ANKRD55,89,21,8.36E-01,,
TRUB2,67,14,8.36E-01,,
YIF1A,71,23,8.37E-01,,
FAM114A1,93,17,8.37E-01,,
ACSL5,104,15,8.37E-01,,
ZNF721,130,47,8.37E-01,,
POLH,91,18,8.37E-01,,YES
STAMBP,60,10,8.37E-01,,
ANGPTL4,72,18,8.37E-01,,
ULBP3,37,16,8.37E-01,,
LCE3D,20,8,8.37E-01,skin,
SELE,87,19,8.37E-01,,
LAMC3,296,41,8.37E-01,,
CD4,74,13,8.37E-01,,
STX19,27,14,8.37E-01,,
SLC9A3R1,60,17,8.37E-01,,
IGSF8,102,19,8.37E-01,,
C2orf53,78,20,8.38E-01,,
ZNF530,81,31,8.38E-01,,
OR4F15,41,14,8.38E-01,,
ZNF432,75,33,8.38E-01,,
APPL1,73,14,8.38E-01,,
C2orf73,50,13,8.38E-01,,
TMBIM1,64,15,8.38E-01,,
TREM2,44,16,8.38E-01,,YES
XKR3,22,9,8.38E-01,,
OR4C16,78,16,8.38E-01,,
C4orf40,27,9,8.38E-01,,
ZNF7,112,21,8.38E-01,,
MCC,211,29,8.38E-01,,
CD276,117,20,8.38E-01,,
GALNT6,113,21,8.39E-01,,
KCNIP2,46,8,8.39E-01,,
ULK3,29,8,8.39E-01,,
AEN,66,16,8.39E-01,,
LGALS3,36,13,8.39E-01,,
C1orf158,32,12,8.39E-01,lung,
GIMAP2,36,14,8.39E-01,,
GSDMD,124,20,8.39E-01,,
ZNF488,63,14,8.39E-01,brain,
DHX57,228,33,8.39E-01,,
FUT6,71,12,8.39E-01,,
KRTAP4-3,21,7,8.39E-01,,
ROPN1B,27,14,8.39E-01,,
ALDH1L2,134,31,8.39E-01,,
PTPN13,289,34,8.39E-01,,
TMEM59,45,16,8.40E-01,,
NUPL2,45,15,8.40E-01,,
FAM65C,200,34,8.40E-01,,
PLSCR1,38,14,8.40E-01,,
SCNN1D,256,41,8.40E-01,,
MICB,63,18,8.40E-01,,
OR2C3,63,11,8.40E-01,,
FCGR2B,22,4,8.40E-01,,
LAMB2,256,37,8.40E-01,,YES
OR5R1,47,12,8.40E-01,,
DCAF17,73,15,8.40E-01,,
PCDHB7,182,30,8.40E-01,,
RNF133,45,15,8.40E-01,,
UNC45B,164,23,8.40E-01,,
TP53INP1,33,10,8.41E-01,,
SCYL3,99,15,8.41E-01,,
KRTAP9-2,10,3,8.41E-01,,
ODAM,45,23,8.41E-01,,
TP53TG5,45,14,8.41E-01,,
MRPL37,84,19,8.41E-01,,
SEMA4B,189,19,8.41E-01,,
ANO2,27,3,8.41E-01,,
PGLYRP2,101,23,8.41E-01,liver,
ZNF514,52,22,8.41E-01,,
ABHD11,63,11,8.41E-01,,
GOLGB1,355,47,8.41E-01,,
OR4K1,60,15,8.41E-01,,
HPGDS,25,10,8.41E-01,,
TRIM54,59,16,8.41E-01,,
LAIR1,79,15,8.42E-01,,
CCNB2,68,15,8.42E-01,,
RALYL,38,7,8.42E-01,,
HEBP2,31,14,8.42E-01,,
LRCH3,101,22,8.42E-01,,
HSPA4L,92,18,8.42E-01,,
CCDC34,52,21,8.42E-01,,
LYPLAL1,33,18,8.42E-01,,
C6orf1,32,7,8.42E-01,,
FAM187B,58,15,8.42E-01,,
PRAP1,27,6,8.42E-01,,
ERCC3,123,24,8.42E-01,,YES
FAM73A,74,18,8.42E-01,,
OR2F1,45,12,8.42E-01,,
MIPOL1,62,17,8.43E-01,,
OR5A1,53,14,8.43E-01,,
TTC4,39,12,8.43E-01,,
CCDC54,37,14,8.43E-01,,
EPHX1,97,16,8.43E-01,,
ASMTL,178,26,8.43E-01,,
PLA2G6,151,23,8.43E-01,,YES
TACC2,524,68,8.43E-01,,
VPS53,124,19,8.43E-01,,
TAS2R39,40,15,8.43E-01,,
KIF25,75,17,8.43E-01,,
MAST2,303,46,8.43E-01,,
TMEM202,40,13,8.43E-01,,
TLE6,126,20,8.43E-01,,
CWC27,48,16,8.43E-01,,
VMO1,28,8,8.44E-01,,
CCDC40,249,38,8.44E-01,,
TMEM207,19,9,8.44E-01,,
HHLA2,47,23,8.44E-01,colon,
PRDX3,36,7,8.44E-01,,
HSPA1L,83,16,8.44E-01,,
GEM,42,15,8.44E-01,,
OR1J2,52,12,8.44E-01,,
ETAA1,101,18,8.44E-01,,
C22orf31,42,14,8.44E-01,,
GPC5,82,16,8.44E-01,brain,
ZNF284,70,23,8.44E-01,,
SAA2,12,5,8.44E-01,liver,
RAD1,36,18,8.44E-01,,
ZNF433,86,37,8.45E-01,,
PLEKHA1,82,15,8.45E-01,,
ZNF45,100,19,8.45E-01,,
VEZT,89,14,8.45E-01,,
KIAA1109,558,80,8.45E-01,,
RRP7A,34,8,8.45E-01,,
RFXANK,63,14,8.45E-01,,
GOSR2,48,15,8.45E-01,,
VCX,13,3,8.45E-01,,
TAS2R46,49,15,8.45E-01,,
TMEM156,36,13,8.45E-01,spleen,
KRIT1,88,13,8.45E-01,,YES
MARCH8,59,12,8.45E-01,,
FABP6,41,8,8.45E-01,,
NCKIPSD,124,19,8.45E-01,,
AHSG,50,12,8.46E-01,liver,
YARS2,76,21,8.46E-01,,
BAAT,66,17,8.46E-01,liver,
LANCL1,62,12,8.46E-01,,
GSTA2,44,12,8.46E-01,,
CEBPZ,150,25,8.46E-01,,
FCHSD2,16,2,8.46E-01,,
KRTAP5-10,34,13,8.46E-01,,
LARS,151,26,8.46E-01,,
FIBP,80,15,8.46E-01,,
PRG2,32,9,8.46E-01,,
GBGT1,110,23,8.46E-01,,
TLR4,101,16,8.46E-01,,
ARHGEF19,106,25,8.46E-01,,
SLC6A18,137,44,8.47E-01,,
DUS4L,32,16,8.47E-01,,
TUT1,54,10,8.47E-01,,
RTN3,150,23,8.47E-01,,
PIR,29,11,8.47E-01,,
GIMAP8,121,27,8.47E-01,,
PPIG,101,19,8.47E-01,,
PDPN,56,10,8.47E-01,,
THEMIS,92,14,8.47E-01,,
ATF3,22,6,8.47E-01,,
CHKB,56,15,8.47E-01,,YES
C6orf58,44,15,8.47E-01,,
CCDC84,42,24,8.47E-01,,
ZSCAN1,90,21,8.47E-01,,
IL1F10,28,8,8.47E-01,,
GLIPR1L1,32,14,8.48E-01,,
VRK1,49,16,8.48E-01,,YES
PCMTD1,34,11,8.48E-01,,
ZCCHC5,47,14,8.48E-01,,
DKK3,70,12,8.48E-01,,
LYPD4,34,12,8.48E-01,,
GPR126,140,13,8.48E-01,,
CCNH,43,14,8.48E-01,,
MRPL1,45,16,8.48E-01,,
ENTPD6,100,16,8.48E-01,,
C1orf94,83,14,8.48E-01,,
NT5DC3,67,16,8.48E-01,,
CLEC1A,36,17,8.48E-01,,
CHGB,98,19,8.48E-01,,
COQ6,93,23,8.49E-01,,
GSTA5,35,19,8.49E-01,,
KLRD1,28,7,8.49E-01,,
MAP3K6,192,49,8.49E-01,,
EXOC6,95,15,8.49E-01,,
HIF3A,132,20,8.49E-01,,
KIAA1328,72,19,8.49E-01,,
HDAC10,159,25,8.49E-01,,
CEACAM7,44,14,8.49E-01,colon,
GPR56,164,24,8.49E-01,,
DDX54,172,25,8.49E-01,,
OR5H1,30,7,8.49E-01,,
ANKRD42,62,28,8.49E-01,,
CLK1,68,12,8.49E-01,,
TAS2R20,47,13,8.49E-01,,
IL17RE,129,20,8.50E-01,,
OR2Z1,58,15,8.50E-01,,
LRRC2,52,14,8.50E-01,,
GPA33,74,17,8.50E-01,colon,
BHMT,49,16,8.50E-01,liver,
NLRC4,148,26,8.50E-01,,
LRRC16A,188,19,8.50E-01,,
SHCBP1,77,20,8.50E-01,,
LRRC16B,229,35,8.50E-01,,
CEP192,293,41,8.50E-01,,
GTPBP10,54,13,8.50E-01,,
ERICH1,127,24,8.50E-01,,
ADAMTS20,17,5,8.50E-01,,
MS4A3,33,9,8.50E-01,,
B3GALNT2,63,16,8.50E-01,,
UTS2,22,9,8.51E-01,,
DGAT2,60,19,8.51E-01,,
NAAA,58,19,8.51E-01,,
THEM4,25,12,8.51E-01,,
WNT2B,71,13,8.51E-01,,
APOL3,65,12,8.51E-01,,
ANO9,152,27,8.51E-01,,
B3GNTL1,92,20,8.51E-01,,
FAM161A,90,23,8.51E-01,,
SIRPB2,59,14,8.51E-01,,
GRK7,80,16,8.51E-01,,
IQCD,51,15,8.51E-01,,
OR51B6,40,10,8.51E-01,,
SLC27A5,99,26,8.51E-01,liver,
OR2T1,71,17,8.52E-01,,
OR4X2,58,14,8.52E-01,,
FILIP1,168,28,8.52E-01,,
SH3YL1,39,16,8.52E-01,,
ZNF862,201,24,8.52E-01,,
FAM35A,72,17,8.52E-01,,
HAUS2,32,11,8.52E-01,,
GLYAT,39,9,8.52E-01,liver,
NUP43,61,20,8.52E-01,,
MKI67,461,62,8.52E-01,,
OR2L3,34,10,8.52E-01,,
ANKRD24,171,21,8.52E-01,,
FSTL5,115,17,8.52E-01,,
SYNE2,994,120,8.52E-01,,
PIGG,183,27,8.52E-01,,
LRRC46,43,14,8.53E-01,,
PLD4,72,33,8.53E-01,,
PGLYRP3,65,14,8.53E-01,skin,
NAPRT1,121,24,8.53E-01,,
ZNF790,66,35,8.53E-01,,
ROBO4,163,27,8.53E-01,,
EFCAB4B,69,13,8.53E-01,,
ZIK1,63,18,8.53E-01,,
BST1,46,16,8.53E-01,whole_blood,
RPUSD4,69,13,8.53E-01,skeletal_muscle,
CD1B,62,17,8.53E-01,,
LIG3,141,29,8.53E-01,,
AIM2,52,18,8.53E-01,,
MURC,59,17,8.53E-01,,
CD300A,45,16,8.54E-01,,
ALOX12,67,23,8.54E-01,,
TPO,212,32,8.54E-01,thyroid,
KPNA5,51,12,8.54E-01,,
CEP72,135,25,8.54E-01,,
MEP1B,75,47,8.54E-01,colon,
RAD9B,38,19,8.54E-01,,
KBTBD3,72,17,8.54E-01,,
KIF17,214,33,8.54E-01,,
FGFBP2,44,15,8.54E-01,nerve_tibial,
FN3KRP,65,17,8.54E-01,,
ZNF479,14,14,8.54E-01,,
SLC10A6,46,13,8.54E-01,,
C1orf198,52,10,8.54E-01,,
BAX,52,11,8.54E-01,,
VN1R2,54,14,8.55E-01,,
MRPS11,46,10,8.55E-01,,
PLCB2,187,34,8.55E-01,,
SEC22C,48,13,8.55E-01,,
MOAP1,50,15,8.55E-01,,
NCF4,95,18,8.55E-01,whole_blood,
ACOT4,53,25,8.55E-01,liver,
SLC17A8,79,14,8.55E-01,,
ORM1,28,8,8.55E-01,liver,
GGT1,60,9,8.55E-01,,
GBP7,94,32,8.55E-01,liver,
GPR137B,53,16,8.55E-01,,
FRMPD1,251,39,8.55E-01,,
ZNF808,132,23,8.55E-01,,
GALNT7,69,16,8.56E-01,,
TRIM15,68,24,8.56E-01,colon,
PSMB8,54,12,8.56E-01,,YES
SEC16B,36,4,8.56E-01,liver,
PLIN1,87,15,8.56E-01,,
TAS2R5,31,10,8.56E-01,,
TMEM43,52,11,8.56E-01,,
TOP3A,189,33,8.56E-01,,
LYSMD4,64,19,8.56E-01,,
FAM124A,90,20,8.56E-01,,
OR52N2,51,14,8.56E-01,,
TTC26,69,12,8.56E-01,,
OR5H14,52,12,8.56E-01,,
KIF21A,186,26,8.56E-01,,
PSORS1C1,9,11,8.56E-01,,
C22orf23,24,17,8.57E-01,,
MAGEE2,64,15,8.57E-01,brain,
ZNF781,29,12,8.57E-01,,
OR10AG1,47,14,8.57E-01,,
POLR3C,87,22,8.57E-01,,
IFNA4,5,2,8.57E-01,,
NOD1,198,34,8.57E-01,,
TCTE3,25,12,8.57E-01,,
DPEP1,111,19,8.57E-01,pancreas,
CA14,47,31,8.57E-01,,
CYP2C18,76,24,8.57E-01,liver,
C1orf63,55,22,8.57E-01,,
MST1R,231,59,8.57E-01,,
PDC,18,8,8.57E-01,,
TG,481,95,8.58E-01,thyroid,
ZNF570,63,20,8.58E-01,,
RASSF1,80,17,8.58E-01,,
C10orf10,33,13,8.58E-01,,
TPD52L3,27,7,8.58E-01,,
MMP13,72,19,8.58E-01,,
CLEC4D,27,11,8.58E-01,whole_blood,
GLRX,14,9,8.58E-01,skeletal_muscle,
PHACTR2,80,13,8.58E-01,,
CST4,33,12,8.58E-01,,
ZNF490,17,5,8.58E-01,,
DSC1,151,24,8.58E-01,skin,
RBP1,27,11,8.58E-01,,
ATF6B,99,18,8.58E-01,,
OR8I2,58,15,8.58E-01,,
MMP25,109,21,8.59E-01,whole_blood,
ZNF283,84,22,8.59E-01,,
ST8SIA6,59,19,8.59E-01,,
BARD1,132,30,8.59E-01,,
PCDHA12,147,30,8.59E-01,,
C4orf17,46,14,8.59E-01,,
EVPL,388,57,8.59E-01,skin,
ARHGAP28,100,22,8.59E-01,,
CTSE,93,20,8.59E-01,stomach,
CPNE7,186,30,8.59E-01,,
AFP,84,21,8.59E-01,liver,
OR10AD1,47,16,8.59E-01,,
RAD52,88,25,8.59E-01,,
APOH,53,19,8.59E-01,liver,
SIGLEC7,81,16,8.60E-01,,
PCDHB11,163,31,8.60E-01,,
NMD3,80,18,8.60E-01,,
LRRC19,54,16,8.60E-01,colon,
ZNF451,143,26,8.60E-01,,
AIF1,17,6,8.60E-01,,
FUCA2,67,18,8.60E-01,,
SLC39A11,72,14,8.60E-01,,
ZCWPW2,53,21,8.60E-01,,
KLF17,62,20,8.60E-01,,
APOBEC3G,58,19,8.60E-01,,
TTC31,75,36,8.60E-01,,
MOCS2,36,11,8.60E-01,,
SEMA4F,146,27,8.60E-01,,
C2orf71,233,40,8.60E-01,,
GALNT5,133,27,8.61E-01,,
ZNF267,93,23,8.61E-01,,
MADD,261,36,8.61E-01,,
EPX,132,32,8.61E-01,,
TRDN,24,5,8.61E-01,skeletal_muscle,YES
ZNF235,90,23,8.61E-01,,
OR3A1,52,13,8.61E-01,,
PCDHA7,130,21,8.61E-01,,
ERCC1,70,13,8.61E-01,,YES
ZNF101,52,21,8.61E-01,,
BUD13,81,14,8.61E-01,,
FNDC1,303,30,8.61E-01,,
OBSL1,41,4,8.61E-01,,
GLIPR1L2,46,17,8.61E-01,,
ZFP37,78,23,8.62E-01,,
POLR1E,73,19,8.62E-01,,
XRCC2,27,14,8.62E-01,,
NEIL1,85,28,8.62E-01,,
MPO,143,31,8.62E-01,,YES
KCTD19,156,34,8.62E-01,,
IFNK,29,15,8.62E-01,,
PHACTR4,95,18,8.62E-01,,
FAM83A,72,15,8.62E-01,,
RASAL1,114,28,8.62E-01,,
ZNF630,45,10,8.62E-01,,
FBXO6,49,13,8.62E-01,,
OR8J1,52,13,8.62E-01,,
CDC42BPG,297,47,8.62E-01,,
RFC3,43,10,8.62E-01,,
C14orf93,59,10,8.63E-01,,
ZNF160,103,17,8.63E-01,,
OR13F1,46,11,8.63E-01,,
GPR115,113,21,8.63E-01,skin,
OR2T34,11,3,8.63E-01,,
CTNNA3,137,21,8.63E-01,,
NOD2,216,36,8.63E-01,,YES
CDK10,108,22,8.63E-01,,
DUSP27,189,34,8.63E-01,,
C12orf65,25,8,8.63E-01,,
AFM,73,31,8.63E-01,liver,
GSTM5,43,13,8.63E-01,,
NOM1,125,22,8.63E-01,,
FAM189B,90,16,8.63E-01,,
POLE,417,58,8.64E-01,,
C5orf45,96,31,8.64E-01,,
TLE3,9,1,8.64E-01,,
ZNF709,55,22,8.64E-01,,
SCTR,68,20,8.64E-01,pancreas,
MAVS,101,20,8.64E-01,,
IMPG2,155,27,8.64E-01,,
FAM81B,59,20,8.64E-01,,
MFF,42,10,8.64E-01,,
PIF1,95,29,8.64E-01,,
GALNT14,118,24,8.64E-01,,
COQ3,59,18,8.64E-01,,
MED17,84,20,8.64E-01,,
ENTPD8,128,23,8.64E-01,colon,
ODF3L1,47,16,8.64E-01,,
GPR180,50,23,8.65E-01,,
PCDHB3,93,18,8.65E-01,,
APOL5,59,15,8.65E-01,,
CD1C,66,17,8.65E-01,spleen,
CCDC107,45,15,8.65E-01,,
OR6C6,43,13,8.65E-01,,
BUB1B,140,25,8.65E-01,,YES
SLC39A12,95,16,8.65E-01,brain,
CYP20A1,49,20,8.65E-01,,
ZNF197,127,40,8.65E-01,,
CHMP4A,30,16,8.65E-01,,
LMF1,81,11,8.65E-01,,YES
CRHR2,71,18,8.65E-01,,
PFAS,252,39,8.65E-01,,
ZNF438,112,18,8.66E-01,,
KCNK16,72,13,8.66E-01,pancreas,
CDH24,122,21,8.66E-01,,
CPA2,66,17,8.66E-01,pancreas,
ZUFSP,64,23,8.66E-01,,
IL33,41,20,8.66E-01,,
C2orf16,269,47,8.66E-01,,
CPNE1,213,33,8.66E-01,,
CCDC70,32,11,8.66E-01,,
MNAT1,37,24,8.66E-01,,
TTC39C,74,14,8.66E-01,,
EIF2AK4,224,43,8.66E-01,,YES
KLHL5,87,16,8.66E-01,,
NME1,19,6,8.66E-01,,YES
CPB2,69,18,8.66E-01,liver,
OR10V1,41,12,8.67E-01,,
VIPR2,81,19,8.67E-01,,
SLC35B3,47,15,8.67E-01,,
APOBEC4,35,13,8.67E-01,lung,
ZNF789,53,23,8.67E-01,,
ELP2,132,26,8.67E-01,,
ASPDH,39,10,8.67E-01,,
C14orf105,49,18,8.67E-01,,
ZNF207,61,11,8.67E-01,,
COQ5,45,15,8.67E-01,,
ARHGAP18,99,21,8.67E-01,,
CST2,39,13,8.67E-01,adrenal_gland,
C5orf54,82,26,8.67E-01,,
ADAMTS12,246,44,8.67E-01,,
PDE6B,209,36,8.68E-01,,
ENTPD5,63,21,8.68E-01,,
ASB11,48,11,8.68E-01,,
LONP2,143,34,8.68E-01,,
ETV4,76,15,8.68E-01,,
STK10,182,31,8.68E-01,,
C3orf52,34,19,8.68E-01,,
ZCCHC4,60,25,8.68E-01,,
TOR3A,76,28,8.68E-01,,
FUT11,37,12,8.68E-01,,
CSN1S1,21,13,8.68E-01,adiposeSubcutaneous,
DPP3,132,20,8.68E-01,,
TAS2R42,38,16,8.68E-01,,
ABI3BP,7,1,8.68E-01,,
TECRL,42,22,8.68E-01,heart,
SCARF1,142,24,8.69E-01,,
RFTN2,52,13,8.69E-01,,
DNALI1,52,16,8.69E-01,,
PDXDC1,134,25,8.69E-01,,
ZNF251,65,22,8.69E-01,,
LRRK2,337,48,8.69E-01,,
PRDX5,34,8,8.69E-01,,
LILRB1,156,24,8.69E-01,spleen,
ADORA3,89,18,8.69E-01,,
ANGPTL3,76,21,8.69E-01,liver,
BCAS1,98,20,8.69E-01,,
ERMP1,133,25,8.69E-01,,
FUCA1,52,15,8.69E-01,,YES
DPY19L2,75,16,8.69E-01,,
MRPS35,47,10,8.70E-01,,
MECR,64,13,8.70E-01,,
LCA5L,90,28,8.70E-01,,
TIE1,190,40,8.70E-01,,
DRD5,99,23,8.70E-01,brain,YES
ANKRD34B,68,21,8.70E-01,,
SERINC5,6,1,8.70E-01,,
ALKBH2,46,11,8.70E-01,,
PPP2R3A,153,24,8.70E-01,,
CST1,43,13,8.70E-01,,
PSMD9,32,13,8.70E-01,,
ZNF480,65,23,8.70E-01,,
BRD8,172,29,8.70E-01,,
APH1B,59,11,8.70E-01,,
OR5B17,36,11,8.70E-01,,
GUK1,88,17,8.71E-01,,
WDR89,45,15,8.71E-01,,
OBFC1,50,16,8.71E-01,,
GCC2,198,32,8.71E-01,,
APOBEC3H,42,8,8.71E-01,,
TSTD2,69,22,8.71E-01,,
SLC24A4,126,20,8.71E-01,,
SFXN3,48,20,8.71E-01,,
CEP170,5,1,8.71E-01,,
PHAX,54,15,8.71E-01,,
SSX1,27,38,8.71E-01,,YES
CYP4A22,67,28,8.71E-01,liver,
FCGR2A,47,9,8.71E-01,whole_blood,
XIRP1,322,53,8.71E-01,,
RARS,83,26,8.72E-01,,
ANO10,94,22,8.72E-01,,
CEP55,58,15,8.72E-01,,
ACD,136,25,8.72E-01,,
WFDC8,34,18,8.72E-01,,
MRPS31,53,15,8.72E-01,,
SFRP5,43,16,8.72E-01,,
P2RX1,71,19,8.72E-01,,
AIG1,26,14,8.72E-01,,
ZNF804B,196,33,8.72E-01,thyroid,
CCDC116,110,22,8.72E-01,,
POLM,114,28,8.72E-01,,
FAM178A,152,25,8.72E-01,,
AQPEP,140,25,8.72E-01,,
GGTLC1,43,10,8.72E-01,lung,
ALKBH8,43,11,8.73E-01,,
MMP21,78,19,8.73E-01,,
ANXA4,39,14,8.73E-01,,
ZNF793,53,23,8.73E-01,,
IL27RA,91,20,8.73E-01,,
FANCG,86,22,8.73E-01,,YES
RMND1,60,18,8.73E-01,,
BCLAF1,190,29,8.73E-01,,
OR2M2,35,9,8.73E-01,,
UBE2C,30,7,8.73E-01,,
OR8S1,59,16,8.73E-01,,
NSUN2,120,20,8.73E-01,,
AVEN,39,19,8.73E-01,,
BDH2,33,13,8.73E-01,,
GYS2,116,39,8.74E-01,liver,YES
MRPL52,31,9,8.74E-01,,
BNIP1,53,10,8.74E-01,,
ORM2,31,10,8.74E-01,liver,
TMEM130,88,16,8.74E-01,,
MRPL39,63,13,8.74E-01,,
LILRB2,112,18,8.74E-01,,
DOCK5,291,29,8.74E-01,,
PCDHA2,151,28,8.74E-01,,
TOE1,81,22,8.74E-01,,
ZNF594,101,44,8.74E-01,,
C1orf85,55,16,8.74E-01,,
ZNF547,41,17,8.74E-01,,
SLC13A2,128,22,8.74E-01,colon,
UBE3B,174,27,8.74E-01,,
KLRC2,15,8,8.75E-01,,
ADSSL1,105,19,8.75E-01,skeletal_muscle,
KRTAP10-4,45,12,8.75E-01,,
PADI1,123,23,8.75E-01,,
COMMD5,35,8,8.75E-01,,
TFIP11,152,25,8.75E-01,,
PPIL2,109,18,8.75E-01,,
RASSF2,48,10,8.75E-01,,
